아이디,성별,연령별,한국 방문횟수(카테고리),문1-1. 한국여행 관심 계기_1,문3-2. 고려한 관광인프라_1,여행동반자_그룹,방문 지역 수,여행 패턴,"문10. 1인 1일 지출경비(상하위 1% 대체, 61일 이상 결측)",문9-3. 총 체재기간_61일 이상 결측,문3-1. 고려한 관광활동_1순위
18608,2,2,4,콘텐츠 및 문화,여행 편의성,가족형,2,서울 단기형,187.61,5.0,경험형
18609,2,6,4,기타,안전 및 퀄리티,가족형,2,서울 단기형,239.866666666667,5.0,경험형
18612,1,3,2,콘텐츠 및 문화,안전 및 퀄리티,단체형,1,서울 단기형,373.453125,4.0,도시 소비형
18613,2,2,3,콘텐츠 및 문화,여행 편의성,친구형,2,서울 심층형,322.35,6.0,도시 소비형
18614,2,2,1,콘텐츠 및 문화,여행 편의성,친구형,2,서울 심층형,250.0,8.0,도시 소비형
18615,1,3,1,콘텐츠 및 문화,안전 및 퀄리티,가족형,2,서울 심층형,207.257142857143,7.0,"역사, 전통, 자연"
18617,2,3,1,콘텐츠 및 문화,안전 및 퀄리티,친구형,2,서울 심층형,297.471666666667,6.0,"역사, 전통, 자연"
18619,1,3,4,가성비 및 접근성,여행 편의성,가족형,2,서울 심층형,500.0,7.0,"역사, 전통, 자연"
18622,2,2,1,경험형,안전 및 퀄리티,친구형,1,서울 심층형,219.609657142857,7.0,도시 소비형
18626,1,5,1,경험형,여행 편의성,가족형,3,서울 심층형,291.25,8.0,도시 소비형
18628,2,2,1,콘텐츠 및 문화,안전 및 퀄리티,가족형,1,서울 심층형,132.69375,8.0,"역사, 전통, 자연"
18630,1,3,1,콘텐츠 및 문화,여행 편의성,가족형,2,서울 심층형,105.525,10.0,"역사, 전통, 자연"
18631,2,2,1,경험형,여행 편의성,친구형,2,서울 심층형,260.0,11.0,도시 소비형
18632,2,2,1,경험형,여행 편의성,친구형,2,서울 심층형,462.5,8.0,경험형
18636,1,3,1,가성비 및 접근성,안전 및 퀄리티,가족형,2,서울 심층형,122.535,10.0,"역사, 전통, 자연"
18637,2,3,4,콘텐츠 및 문화,여행 편의성,혼자형,1,서울 심층형,378.857142857143,7.0,"역사, 전통, 자연"
18638,2,3,3,경험형,안전 및 퀄리티,가족형,1,서울 심층형,244.5653,8.0,경험형
18642,1,2,1,콘텐츠 및 문화,안전 및 퀄리티,단체형,2,수도권/지방형(탐험가형),474.285714285714,7.0,특수 목적
18644,2,2,1,경험형,여행 편의성,가족형,3,서울 심층형,131.2375,20.0,"역사, 전통, 자연"
18647,1,2,1,경험형,안전 및 퀄리티,혼자형,4,서울 심층형,174.02,24.0,도시 소비형
18648,2,3,3,가성비 및 접근성,여행 편의성,친구형,1,서울 단기형,858.125,4.0,도시 소비형
18650,2,3,1,콘텐츠 및 문화,여행 편의성,가족형,1,서울 심층형,588.0,9.0,특수 목적
18652,2,5,4,콘텐츠 및 문화,안전 및 퀄리티,혼자형,1,서울 단기형,284.8975,4.0,도시 소비형
18653,2,5,1,경험형,가성비,가족형,1,수도권/지방형(탐험가형),1218.14,2.0,"역사, 전통, 자연"
18655,2,3,3,콘텐츠 및 문화,여행 편의성,혼자형,1,서울 단기형,278.0325,4.0,도시 소비형
18659,2,3,1,경험형,여행 편의성,가족형,1,서울 심층형,339.375,8.0,"역사, 전통, 자연"
18660,2,4,1,경험형,가성비,단체형,2,서울 단기형,323.7,5.0,"역사, 전통, 자연"
18661,2,3,3,가성비 및 접근성,가성비,혼자형,1,서울 단기형,257.4375,4.0,도시 소비형
18663,2,5,4,경험형,여행 편의성,혼자형,1,서울 단기형,789.475,4.0,도시 소비형
18664,1,3,1,가성비 및 접근성,여행 편의성,가족형,2,서울 단기형,351.0,5.0,"역사, 전통, 자연"
18668,2,2,1,콘텐츠 및 문화,여행 편의성,친구형,1,서울 심층형,518.417288888889,9.0,"역사, 전통, 자연"
18670,1,2,1,콘텐츠 및 문화,여행 편의성,가족형,6,서울 심층형,207.792708333333,12.0,"역사, 전통, 자연"
18673,2,4,1,콘텐츠 및 문화,여행 편의성,친구형,3,서울 심층형,172.796041666667,12.0,"역사, 전통, 자연"
18679,1,2,4,경험형,여행 편의성,가족형,1,서울 단기형,629.94,4.0,경험형
18681,2,4,4,콘텐츠 및 문화,안전 및 퀄리티,혼자형,1,서울 단기형,1687.5,5.0,도시 소비형
18682,2,2,3,콘텐츠 및 문화,여행 편의성,친구형,1,서울 단기형,1270.025,4.0,도시 소비형
18683,2,2,4,기타,가성비,친구형,1,서울 단기형,290.333333333333,3.0,도시 소비형
18685,2,3,4,콘텐츠 및 문화,여행 편의성,가족형,1,서울 단기형,223.333333333333,3.0,도시 소비형
18686,2,2,4,콘텐츠 및 문화,여행 편의성,친구형,2,서울 심층형,170.644285714286,7.0,도시 소비형
18689,2,5,4,경험형,가성비,친구형,1,서울 단기형,303.733333333333,3.0,특수 목적
18691,2,3,1,가성비 및 접근성,여행 편의성,혼자형,1,서울 단기형,1201.375,4.0,도시 소비형
18694,1,6,4,기타,가성비,친구형,1,수도권/지방형(탐험가형),1219.4,2.0,경험형
18695,2,2,1,가성비 및 접근성,여행 편의성,친구형,1,서울 단기형,422.884,5.0,경험형
18699,2,3,3,콘텐츠 및 문화,여행 편의성,혼자형,2,서울 단기형,294.8,3.0,도시 소비형
18700,2,5,4,콘텐츠 및 문화,여행 편의성,친구형,1,서울 단기형,284.75,4.0,경험형
18703,2,2,3,콘텐츠 및 문화,여행 편의성,친구형,1,서울 단기형,312.666666666667,3.0,경험형
18705,2,2,1,가성비 및 접근성,가성비,가족형,1,서울 단기형,251.25,4.0,도시 소비형
18707,1,2,1,경험형,여행 편의성,친구형,1,서울 단기형,167.5,4.0,경험형
18711,2,4,2,경험형,여행 편의성,단체형,2,서울 단기형,219.68,5.0,도시 소비형
18712,2,3,2,콘텐츠 및 문화,여행 편의성,친구형,2,서울 단기형,260.95,5.0,도시 소비형
18714,2,6,4,콘텐츠 및 문화,여행 편의성,가족형,1,서울 단기형,167.5,3.0,도시 소비형
18715,2,2,1,콘텐츠 및 문화,여행 편의성,혼자형,1,서울 심층형,214.285714285714,7.0,경험형
18716,2,4,1,경험형,가성비,친구형,1,서울 단기형,259.722,5.0,도시 소비형
18717,2,2,4,콘텐츠 및 문화,가성비,친구형,1,서울 단기형,482.4,3.0,도시 소비형
18719,1,3,2,경험형,여행 편의성,친구형,1,서울 단기형,278.756,5.0,도시 소비형
18721,2,6,1,콘텐츠 및 문화,여행 편의성,가족형,3,서울 심층형,428.571428571429,7.0,"역사, 전통, 자연"
18723,1,4,1,콘텐츠 및 문화,여행 편의성,가족형,1,서울 단기형,307.0,5.0,경험형
18725,2,2,1,경험형,안전 및 퀄리티,혼자형,1,서울 단기형,1189.93333333333,3.0,도시 소비형
18726,2,2,1,콘텐츠 및 문화,안전 및 퀄리티,가족형,1,서울 단기형,160.8,4.0,도시 소비형
18727,2,2,4,콘텐츠 및 문화,여행 편의성,친구형,1,서울 단기형,659.04,5.0,도시 소비형
18729,2,6,4,경험형,여행 편의성,가족형,1,서울 단기형,154.234,5.0,도시 소비형
18730,1,2,1,가성비 및 접근성,여행 편의성,친구형,1,서울 단기형,122.833333333333,3.0,도시 소비형
18732,2,2,3,경험형,가성비,친구형,1,서울 단기형,171.966666666667,3.0,도시 소비형
18733,2,2,1,콘텐츠 및 문화,가성비,혼자형,1,서울 단기형,212.815,4.0,경험형
18735,2,2,1,경험형,여행 편의성,친구형,1,서울 단기형,250.133333333333,3.0,특수 목적
18741,2,5,1,경험형,안전 및 퀄리티,가족형,1,서울 단기형,356.05,3.0,"역사, 전통, 자연"
18743,2,2,1,경험형,여행 편의성,친구형,1,서울 단기형,223.333333333333,3.0,특수 목적
18744,1,3,4,콘텐츠 및 문화,여행 편의성,가족형,1,서울 단기형,497.7125,4.0,도시 소비형
18745,2,5,1,경험형,여행 편의성,가족형,2,서울 심층형,69.8758,10.0,도시 소비형
18746,1,4,1,경험형,안전 및 퀄리티,가족형,1,서울 단기형,681.5256,4.0,도시 소비형
18747,1,2,1,콘텐츠 및 문화,안전 및 퀄리티,가족형,2,서울 심층형,179.888888888889,9.0,경험형
18751,2,1,1,콘텐츠 및 문화,여행 편의성,친구형,1,서울 단기형,131.808,5.0,도시 소비형
18752,1,2,1,콘텐츠 및 문화,여행 편의성,친구형,2,서울 단기형,286.26,5.0,"역사, 전통, 자연"
18753,2,5,1,경험형,가성비,가족형,1,서울 단기형,66.6666666666667,3.0,경험형
18757,1,4,1,가성비 및 접근성,안전 및 퀄리티,친구형,4,서울 심층형,173.0,10.0,"역사, 전통, 자연"
18765,2,2,1,경험형,여행 편의성,친구형,1,서울 심층형,103.214285714286,7.0,특수 목적
18766,2,2,1,콘텐츠 및 문화,여행 편의성,혼자형,1,서울 심층형,111.55625,8.0,도시 소비형
18768,1,4,1,경험형,안전 및 퀄리티,가족형,2,서울 단기형,130.0,5.0,특수 목적
18770,2,2,1,가성비 및 접근성,안전 및 퀄리티,친구형,1,서울 심층형,288.33,10.0,도시 소비형
18771,1,4,1,가성비 및 접근성,여행 편의성,가족형,1,서울 심층형,263.5,6.0,경험형
18774,2,2,4,가성비 및 접근성,안전 및 퀄리티,친구형,1,서울 단기형,164.76,5.0,도시 소비형
18776,1,3,1,콘텐츠 및 문화,여행 편의성,친구형,1,서울 단기형,245.666666666667,3.0,특수 목적
18777,2,3,1,경험형,여행 편의성,가족형,2,서울 단기형,275.0,3.0,특수 목적
18782,2,3,2,콘텐츠 및 문화,안전 및 퀄리티,친구형,1,서울 심층형,271.1675,6.0,"역사, 전통, 자연"
18783,1,3,4,경험형,안전 및 퀄리티,가족형,1,서울 심층형,164.194444444444,6.0,도시 소비형
18786,2,2,4,경험형,여행 편의성,가족형,1,서울 심층형,321.25,6.0,도시 소비형
18790,2,5,3,경험형,안전 및 퀄리티,단체형,2,서울 심층형,218.571428571429,7.0,도시 소비형
18792,2,5,1,경험형,안전 및 퀄리티,단체형,1,서울 심층형,481.666666666667,6.0,경험형
18793,2,5,1,콘텐츠 및 문화,안전 및 퀄리티,가족형,1,서울 단기형,391.655,5.0,경험형
18794,2,4,1,콘텐츠 및 문화,여행 편의성,단체형,3,서울 심층형,405.166666666667,6.0,특수 목적
18795,1,4,4,경험형,여행 편의성,단체형,1,서울 심층형,283.333333333333,6.0,"역사, 전통, 자연"
18797,2,4,1,경험형,여행 편의성,가족형,3,서울 심층형,178.442089259259,9.0,특수 목적
18799,2,3,1,콘텐츠 및 문화,여행 편의성,가족형,1,서울 단기형,313.333333333333,5.0,경험형
18802,1,4,1,가성비 및 접근성,여행 편의성,가족형,2,서울 심층형,320.285714285714,7.0,"역사, 전통, 자연"
18804,2,2,2,가성비 및 접근성,가성비,친구형,2,수도권/지방형(탐험가형),268.625,4.0,"역사, 전통, 자연"
18807,2,2,1,가성비 및 접근성,안전 및 퀄리티,친구형,1,수도권/지방형(탐험가형),235.691575,4.0,"역사, 전통, 자연"
18808,2,5,2,경험형,안전 및 퀄리티,가족형,1,수도권/지방형(탐험가형),283.975,4.0,"역사, 전통, 자연"
18809,1,2,2,가성비 및 접근성,안전 및 퀄리티,친구형,1,수도권/지방형(탐험가형),327.466666666667,3.0,"역사, 전통, 자연"
18810,2,4,3,가성비 및 접근성,가성비,친구형,1,수도권/지방형(탐험가형),260.95,4.0,"역사, 전통, 자연"
18811,2,3,2,가성비 및 접근성,안전 및 퀄리티,친구형,2,수도권/지방형(탐험가형),260.95,4.0,"역사, 전통, 자연"
18816,2,2,1,가성비 및 접근성,가성비,가족형,2,서울 심층형,68.65,6.0,"역사, 전통, 자연"
18818,2,3,4,콘텐츠 및 문화,안전 및 퀄리티,가족형,1,서울 단기형,171.625,4.0,도시 소비형
18820,2,2,3,경험형,안전 및 퀄리티,친구형,1,서울 단기형,343.25,4.0,경험형
18823,2,5,1,콘텐츠 및 문화,여행 편의성,가족형,1,서울 심층형,102.333333333333,6.0,도시 소비형
18825,2,3,4,경험형,안전 및 퀄리티,가족형,1,서울 심층형,204.666666666667,6.0,경험형
18826,2,3,1,가성비 및 접근성,안전 및 퀄리티,직장형,1,서울 심층형,562.321666666667,6.0,경험형
18830,1,3,2,가성비 및 접근성,안전 및 퀄리티,가족형,1,서울 단기형,614.0,5.0,도시 소비형
18832,1,5,1,가성비 및 접근성,안전 및 퀄리티,단체형,1,서울 단기형,255.833333333333,3.0,특수 목적
18834,2,3,3,경험형,여행 편의성,친구형,1,서울 단기형,302.06,5.0,도시 소비형
18835,2,2,1,가성비 및 접근성,가성비,친구형,1,서울 단기형,245.666666666667,3.0,도시 소비형
18836,2,4,1,경험형,안전 및 퀄리티,단체형,1,서울 단기형,343.25,4.0,경험형
18837,1,5,2,경험형,가성비,가족형,1,서울 단기형,357.333333333333,3.0,"역사, 전통, 자연"
18838,1,3,1,콘텐츠 및 문화,여행 편의성,혼자형,1,수도권/지방형(탐험가형),102.975,4.0,"역사, 전통, 자연"
18839,2,6,1,가성비 및 접근성,가성비,친구형,1,서울 단기형,335.0,3.0,도시 소비형
18842,2,3,3,경험형,여행 편의성,가족형,1,서울 단기형,217.75,4.0,도시 소비형
18844,2,3,1,경험형,가성비,친구형,1,서울 단기형,357.333333333333,3.0,"역사, 전통, 자연"
18848,1,2,1,경험형,여행 편의성,혼자형,1,서울 단기형,102.975,4.0,도시 소비형
18849,2,3,1,콘텐츠 및 문화,가성비,친구형,1,서울 단기형,502.5,3.0,특수 목적
18850,2,4,1,콘텐츠 및 문화,여행 편의성,혼자형,1,서울 단기형,245.6,5.0,도시 소비형
18852,2,3,4,경험형,안전 및 퀄리티,혼자형,2,수도권/지방형(탐험가형),218.181818181818,11.0,특수 목적
18856,1,4,1,경험형,여행 편의성,가족형,1,서울 단기형,155.0,5.0,특수 목적
18857,1,5,1,경험형,여행 편의성,친구형,1,서울 심층형,777.12,6.0,"역사, 전통, 자연"
18859,2,4,3,경험형,안전 및 퀄리티,가족형,1,서울 단기형,357.333333333333,3.0,특수 목적
18860,1,6,4,기타,가성비,친구형,1,수도권/지방형(탐험가형),958.1,2.0,경험형
18863,2,4,4,경험형,가성비,친구형,1,서울 단기형,357.333333333333,3.0,특수 목적
18865,1,5,1,경험형,가성비,복합형(가족+친구),3,서울 단기형,301.5,4.0,"역사, 전통, 자연"
18868,2,4,2,경험형,여행 편의성,혼자형,1,서울 심층형,411.9,10.0,특수 목적
18869,2,5,2,가성비 및 접근성,안전 및 퀄리티,친구형,1,서울 단기형,208.696,5.0,"역사, 전통, 자연"
18870,1,5,2,가성비 및 접근성,가성비,단체형,1,서울 단기형,240.275,4.0,도시 소비형
18873,1,5,4,콘텐츠 및 문화,가성비,친구형,1,서울 심층형,91.5333333333333,6.0,경험형
18876,2,2,2,경험형,여행 편의성,가족형,1,서울 단기형,223.333333333333,3.0,특수 목적
18878,2,4,4,가성비 및 접근성,안전 및 퀄리티,친구형,1,서울 단기형,301.5,3.0,도시 소비형
18879,2,3,4,콘텐츠 및 문화,가성비,친구형,1,서울 단기형,385.25,4.0,도시 소비형
18883,2,3,1,경험형,가성비,단체형,3,서울 단기형,296.1,5.0,"역사, 전통, 자연"
18884,1,5,1,경험형,여행 편의성,가족형,3,서울 심층형,246.75,6.0,"역사, 전통, 자연"
18890,2,3,1,기타,안전 및 퀄리티,가족형,1,서울 심층형,1687.5,8.0,경험형
18894,1,5,1,콘텐츠 및 문화,여행 편의성,가족형,2,서울 심층형,302.6425,8.0,"역사, 전통, 자연"
18896,2,2,4,콘텐츠 및 문화,안전 및 퀄리티,친구형,1,서울 단기형,245.666666666667,3.0,경험형
18898,1,5,4,가성비 및 접근성,가성비,가족형,1,서울 단기형,245.666666666667,3.0,도시 소비형
18900,2,2,1,콘텐츠 및 문화,여행 편의성,친구형,1,서울 단기형,290.333333333333,3.0,특수 목적
18901,1,3,1,경험형,안전 및 퀄리티,가족형,4,서울 심층형,194.28,8.0,도시 소비형
18902,2,2,2,콘텐츠 및 문화,가성비,친구형,1,서울 단기형,130.65,3.0,도시 소비형
18904,1,4,1,경험형,가성비,친구형,1,서울 심층형,284.972857142857,7.0,"역사, 전통, 자연"
18907,2,3,3,경험형,안전 및 퀄리티,가족형,1,서울 단기형,261.6,5.0,특수 목적
18911,1,2,2,콘텐츠 및 문화,여행 편의성,친구형,7,서울 심층형,294.846916666667,12.0,"역사, 전통, 자연"
18919,1,4,1,가성비 및 접근성,여행 편의성,가족형,1,서울 단기형,356.05,4.0,특수 목적
18920,2,5,3,경험형,안전 및 퀄리티,가족형,1,서울 단기형,404.11675,5.0,경험형
18923,1,3,3,콘텐츠 및 문화,안전 및 퀄리티,가족형,1,서울 심층형,240.9375,6.0,"역사, 전통, 자연"
18925,2,6,4,콘텐츠 및 문화,가성비,친구형,1,서울 단기형,222.216666666667,3.0,도시 소비형
18930,2,5,4,콘텐츠 및 문화,가성비,친구형,2,서울 단기형,240.3625,4.0,"역사, 전통, 자연"
18931,2,5,2,가성비 및 접근성,여행 편의성,친구형,1,서울 단기형,244.55,4.0,경험형
18932,1,2,3,경험형,안전 및 퀄리티,친구형,1,서울 단기형,347.283333333333,3.0,도시 소비형
18933,2,3,4,가성비 및 접근성,여행 편의성,친구형,1,서울 단기형,227.8,4.0,도시 소비형
18934,2,2,3,콘텐츠 및 문화,가성비,가족형,1,서울 단기형,452.92,5.0,경험형
18937,2,6,3,콘텐츠 및 문화,여행 편의성,친구형,1,서울 단기형,178.666666666667,3.0,경험형
18938,2,2,1,가성비 및 접근성,여행 편의성,친구형,1,서울 단기형,194.97,2.0,도시 소비형
18939,2,3,1,콘텐츠 및 문화,가성비,친구형,1,서울 단기형,268.0,3.0,특수 목적
18941,2,1,4,가성비 및 접근성,안전 및 퀄리티,친구형,1,서울 단기형,213.506666666667,3.0,특수 목적
18943,1,2,1,콘텐츠 및 문화,여행 편의성,친구형,1,수도권/지방형(탐험가형),346.166666666667,3.0,경험형
18944,1,3,1,경험형,안전 및 퀄리티,직장형,2,서울 단기형,22.0,5.0,도시 소비형
18945,2,1,1,경험형,안전 및 퀄리티,직장형,2,서울 단기형,22.0,5.0,도시 소비형
18950,1,2,1,콘텐츠 및 문화,여행 편의성,가족형,1,서울 심층형,192.61,10.0,도시 소비형
18951,1,1,1,가성비 및 접근성,안전 및 퀄리티,직장형,1,서울 단기형,375.582425,4.0,도시 소비형
18954,2,2,1,가성비 및 접근성,여행 편의성,직장형,1,서울 단기형,328.41626,5.0,도시 소비형
18955,2,2,1,경험형,안전 및 퀄리티,직장형,1,서울 단기형,244.5653,5.0,도시 소비형
18957,2,3,2,콘텐츠 및 문화,여행 편의성,가족형,3,서울 심층형,416.069857142857,7.0,도시 소비형
18960,1,2,3,콘텐츠 및 문화,여행 편의성,혼자형,1,수도권/지방형(탐험가형),217.75,2.0,경험형
18961,2,4,4,콘텐츠 및 문화,여행 편의성,친구형,1,서울 단기형,254.6,3.0,경험형
